Clave de Cartera,Número de solicitud,Nombre de PPI,Descripción de PPI,Clave Tipo de PPI,Tipo de PPI,Entidad Federativa,Descripción de Entidad,Total,Anteriores,ANIO_1,ANIO_2,ANIO_3,ANIO_4,ANIO_5,Posteriores,Monto Asignado,Ramo,Descripción de Ramo,Unidad,Descripción de Unidad,Fecha de Inicio,Fecha Fin,Fase descripción,Monto Calendario Fiscal 2022,Monto Calendario Propios 2022
'2151GYN0009,67084,"Sustitución de Mobiliario Administrativo en Centros de Atención del ISSSTE, 2022.",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,244668735,0,0,0,0,0,0,0,244668735,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,GYN,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,01/01/2022,31/12/2022,Vigente,0,244668735
'21092120001,67231,"Programa de evaluación de los elementos funcionales, estructurales y de seguridad vial de la Red Carretera Federal (RCF) en 2022, a través de su auscultación",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,35,NACIONAL,310605757,0,0,0,0,0,0,0,89873455,9,Comunicaciones y Transportes,212,Dirección General de Servicios Técnicos,01/01/2022,31/12/2022,Vigente,310605757,0
'21092120004,67237,"Actualización de normas, manuales técnicos y Tabuladores de Precios Unitarios y de Costos Paramétricos 2022.",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,35,NACIONAL,21500000,0,0,0,0,0,0,0,0,9,Comunicaciones y Transportes,212,Dirección General de Servicios Técnicos,01/01/2022,31/12/2022,Vigente,21500000,0
'21092120002,67238,"Verificación de calidad de las obras de construcción, modernización y conservación de infraestructura carretera a cargo de la SCT, en el año 2022",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,35,NACIONAL,300000000,0,0,0,0,0,0,0,102350753,9,Comunicaciones y Transportes,212,Dirección General de Servicios Técnicos,01/01/2022,31/12/2022,Vigente,300000000,0
'2110K2N0003,67300,Adquisición de Equipo y bienes especializados 2022: Dolly tipo Rimpull,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,3,BAJA CALIFORNIA SUR,12971000,0,0,0,0,0,0,0,0,10,Economía,K2N,"Exportadora de Sal, S.A. de C.V.",01/01/2022 01:00,31/12/2022 01:00,Vigente,0,12971000
'21092110006,67310,Programa de Conservación Periódica de Tramos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,12730000000,0,0,0,0,0,0,0,1631700000,9,Comunicaciones y Transportes,211,Dirección General de Conservación de Carreteras,01/01/2022,31/12/2022,Vigente,12730000000,0
'21092110008,67313,Programa de Atención de Puntos de Conflicto y Seguridad Vial.,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,800000000,0,0,0,0,0,0,0,0,9,Comunicaciones y Transportes,211,Dirección General de Conservación de Carreteras,01/01/2022,31/12/2022,Vigente,800000000,0
'21092110005,67317,Programa Conservación Rutinaria de Tramos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,9100000000,0,0,0,0,0,0,0,6868300000,9,Comunicaciones y Transportes,211,Dirección General de Conservación de Carreteras,01/01/2022,31/12/2022,Vigente,9100000000,0
'21092110007,67319,Programa de Reconstrucción de Tramos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,4600000000,0,0,0,0,0,0,0,0,9,Comunicaciones y Transportes,211,Dirección General de Conservación de Carreteras,01/01/2022,31/12/2022,Vigente,4600000000,0
'21092110004,67320,Programa de Reconstrucción de Puentes,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,1300000000,0,0,0,0,0,0,0,0,9,Comunicaciones y Transportes,211,Dirección General de Conservación de Carreteras,01/01/2022,31/12/2022,Vigente,1300000000,0
'21092110001,67321,Programa de Conservación Rutinaria de Puentes,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,300000000,0,0,0,0,0,0,0,100000000,9,Comunicaciones y Transportes,211,Dirección General de Conservación de Carreteras,01/01/2022,31/12/2022,Vigente,300000000,0
'21092100005,67324,"Programa de estudios y proyectos de carreteras, 2022",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,35,NACIONAL,1500000000,0,0,0,0,0,0,0,500000000,9,Comunicaciones y Transportes,210,Dirección General de Carreteras,01/01/2022,31/12/2022,Vigente,1500000000,0
'2110K2N0002,67349,"Programa de Mantenimiento Preventivo de Equipos 2022: Tractocamión, Barcaza, Cosechadora, Máquinas de Remolcador y Máquina de Generación",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 3,BAJA CALIFORNIA; BAJA CALIFORNIA SUR,95405535,0,0,0,0,0,0,0,95405535,10,Economía,K2N,"Exportadora de Sal, S.A. de C.V.",01/01/2022 01:00,31/12/2022 01:00,Vigente,0,95405535
'2150GYR0031,67464,"Programa de Adquisición de Tomógrafos para Unidades Médicas de Segundo y Tercer Nivel de Atención, 2022",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,1036276681,0,0,0,0,0,0,0,1036276681,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/01/2022,31/12/2022,Vigente,0,1036276681
'2150GYR0021,67571,"Construcción de cancha de fútbol rápido en el CSS Aguascalientes, de la Delegación Estatal en Aguascalientes",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,1,AGUASCALIENTES,2808389,0,1685033,0,0,0,0,0,1123356,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/08/2021,31/12/2022,Vigente,0,1123356
'21092100007,67779,Programa de Conservación de Infraestructura de Caminos Rurales y Carreteras Alimentadoras 2022,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,10000000000,0,0,0,0,0,0,0,4153200000,9,Comunicaciones y Transportes,210,Dirección General de Carreteras,01/02/2022,31/12/2022,Vigente,10000000000,0
'21092100004,67780,Programa de Estudios y Proyectos de Caminos Rurales y Carreteras Alimentadoras 2022,Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,35,NACIONAL,601500000,0,0,0,0,0,0,0,400094518,9,Comunicaciones y Transportes,210,Dirección General de Carreteras,01/01/2022,31/12/2022,Vigente,601500000,0
'21092120003,67786,"Estudios y proyectos que demanda la infraestructura carretera para atender la planeación, construcción, modernización y conservación de la Red Carretera Federal en 2022",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,35,NACIONAL,130456048,0,0,0,0,0,0,0,57775792,9,Comunicaciones y Transportes,212,Dirección General de Servicios Técnicos,01/01/2022,31/12/2022,Vigente,130456048,0
'2136H000003,67929,"Mantenimiento de nivelación de Pilotes de control en Edificio de Reforma 362 y 364, Centro de Evaluación y Control de Confianza",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9,CIUDAD DE MÉXICO,991596,0,0,0,0,0,0,0,0,36,Seguridad y Protección Ciudadana,H00,Guardia Nacional,01/01/2022,31/12/2022,Vigente,991596,0
'21096400020,68105,Modernización del Camino Km 140 E.C. (Coatzacoalcos - Salina Cruz) - El Paso de las Maravillas - Los Ángeles,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,20,OAXACA,107085296,0,0,0,0,0,0,0,107000000,9,Comunicaciones y Transportes,640,Centro SCT Oaxaca,01/08/2021,28/02/2022,Vigente,107085296,0
'2107HXA0010,68253,"Construcción de red hidráulica para la UHM, Comitán, Chis.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,7,CHIAPAS,2286457,0,0,0,0,0,0,0,2286457,7,Defensa Nacional,HXA,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,01/05/2022,31/08/2022,Vigente,2286457,0
'2136H000004,68428,Adquisición de equipo médico y de laboratorio para la Dirección General de Desarrollo Profesional,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,24,SAN LUIS POTOSI,408500,0,0,0,0,0,0,0,0,36,Seguridad y Protección Ciudadana,H00,Guardia Nacional,01/01/2022,31/12/2022,Vigente,408500,0
'21095100002,68495,"Construcción de infraestructura portuaria pesquera en Playa Linda, Zihuatanejo, Gro.",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,12,GUERRERO,46842227,0,0,0,0,0,0,0,0,13,Marina,411,Dirección General de Puertos,01/01/2022,31/12/2022,Vigente,46842227,0
'21093110003,68622,"Estudios de Pre inversión para la realización del Tren suburbano Coahuilteca, Derramadero-Ramos Arizpe, en el Estado de Coahuila.",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,5,COAHUILA DE ZARAGOZA,36115190,0,0,0,0,0,0,0,0,9,Comunicaciones y Transportes,311,Dirección General de Desarrollo Ferroviario y Multimodal,01/01/2022,31/12/2022,Vigente,36115190,0
'21071170003,68712,"Rehabilitación de la pista de tartán de la escuela militar se sargentos. Puebla, Puebla",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,21,PUEBLA,6957403,0,0,0,0,0,0,0,0,7,Defensa Nacional,117,Dirección General de Ingenieros,01/01/2022,30/06/2022,Vigente,6957403,0
S/CVE,68713,"Sostenimiento de la capacidad de recibo, almacenamiento, distribución de la Terminal Refrigerada de Distribución de Amoniaco Salina Cruz",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,20,OAXACA,,0,118793572,0,0,0,0,257351800,305804903,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/04/2021,31/12/2025,En Proceso de Registro,0,359016044
S/CVE,68726,Mantenimiento 2021-2025 Central Ciclo Combinado Agua Prieta II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,190230000,0,0,0,0,836379327,272654895,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,314579860
S/CVE,68727,Mantenimiento 2021-2025 CT José López Portillo Unidad 1,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,5,COAHUILA DE ZARAGOZA,,0,162120510,0,0,0,0,747663800,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,216749871
S/CVE,68728,Mantenimiento 2021-2025 CT José López Portillo Unidad 2,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,5,COAHUILA DE ZARAGOZA,,0,98008860,0,0,0,0,257304540,694536831,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,696617316
S/CVE,68729,Mantenimiento 2021-2025 CT José López Portillo Unidad 3,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,5,COAHUILA DE ZARAGOZA,,0,98008860,0,0,0,0,283944654,621883186,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,719977202
S/CVE,68730,Mantenimiento 2021-2025 CT José López Portillo Unidad 4,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,5,COAHUILA DE ZARAGOZA,,0,231730510,0,0,0,0,797663800,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,216749871
S/CVE,68737,Mantenimiento 2021-2025 Central Ciclo Combinado Empalme Paquete I,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,153000000,0,0,0,0,780206365,110120000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,134306320
S/CVE,68738,Mantenimiento 2021-2025 Central Ciclo Combinado Hermosillo,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,100000000,0,0,0,0,145770000,51620000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,51620000
S/CVE,68739,Mantenimiento 2021-2025 Central Combustión Interna Guerrero Negro (Vizcaíno),Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,80000000,0,0,0,0,194918692,50000008,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,81459600
S/CVE,68740,Mantenimiento 2021-2025 Central Turbogas Guerrero Negro (Vizcaíno),Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,25000000,0,0,0,0,4950000,999999,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,1650000
S/CVE,68753,Mantenimiento 2021-2025 Central Turbogas Baja California Sur,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,7500000,0,0,0,0,10500000,17500000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,17500000
S/CVE,68754,Mantenimiento 2021-2025 Central Turbogas La Paz,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,7500000,0,0,0,0,23060001,13499999,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,13499999
S/CVE,68755,Mantenimiento 2021-2025 Central Hidroeléctrica Boquilla,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8,CHIHUAHUA,,0,50900000,0,0,0,0,184000000,1000000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,175000000
S/CVE,68756,Mantenimiento 2021-2025 Central Hidroeléctrica Colina,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,8,CHIHUAHUA,,0,1000000,0,0,0,0,32000000,500000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,18000000
S/CVE,68758,Mantenimiento 2021-2025 Central Turbogas Tijuana,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,384000000,0,0,0,0,17800000,286000000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,286000000
S/CVE,68759,Mantenimiento 2021-2025 Central Ciclo Combinado Presidente Juárez Unidad 8,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,245940000,0,0,0,0,678388001,74999983,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,150000000
S/CVE,68760,Mantenimiento 2021-2025 Central Ciclo Combinado Presidente Juárez Unidad 9,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,246380000,0,0,0,0,377548000,150000000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,150000000
S/CVE,68761,Mantenimiento 2021-2025 Central Ciclo Combinado Presidente Juárez Unidad 10 y 11,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,21860000,0,0,0,0,312768000,10000001,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,210200000
S/CVE,68762,Mantenimiento 2021-2025 Central Combustión Interna Gral. Agustín Olachea Avilés,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,121440000,0,0,0,0,448560000,138999998,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,311461000
S/CVE,68768,Mantenimiento 2021-2025 Central Combustión Interna Baja California Sur,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,120880000,0,0,0,0,776974215,465796653,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,507850269
S/CVE,68769,Mantenimiento 2021-2025 Central Termoeléctrica José Aceves Pozos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,25,SINALOA,,0,0,0,0,0,0,790034906,171905084,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,278255515
S/CVE,68770,Mantenimiento 2021-2025 Central Ciclo Combinado Empalme Paquete II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,79160000,0,0,0,0,642969835,103190000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,123646854
S/CVE,68771,Mantenimiento 2021-2025 Central Geotermoeléctrica Cerro Prieto,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,67120000,0,0,0,0,756880000,90000006,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,398000000
S/CVE,68772,Mantenimiento 2021-2025 Central Combustión Interna Santa Rosalía,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,25660000,0,0,0,0,52370000,38500004,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/05/2021,31/12/2025,En Proceso de Registro,0,67728001
S/CVE,68773,Mantenimiento 2021-2025 Central Termoeléctrica Presidente Juárez,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2,BAJA CALIFORNIA,,0,13040000,0,0,0,0,134047000,15000000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/05/2021,31/12/2025,En Proceso de Registro,0,90000000
S/CVE,68774,Mantenimiento 2021-2025 Central Geotermoeléctrica Tres Vírgenes,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,10000000,0,0,0,0,52490000,19999999,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/05/2021,31/12/2025,En Proceso de Registro,0,30160000
S/CVE,68775,Mantenimiento 2021-2025 Central Termoeléctrica Punta Prieta II,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,3,BAJA CALIFORNIA SUR,,0,78450000,0,0,0,0,218140267,60999998,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/05/2021,31/12/2025,En Proceso de Registro,0,89880557
S/CVE,68776,Mantenimiento 2021-2025 Central Termoeléctrica Juan de Dios Bátiz Paredes,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,25,SINALOA,,0,22750000,0,0,0,0,243579362,18751748,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,31451315
S/CVE,68777,Mantenimiento 2021-2025 Central Termoeléctrica Puerto Libertad,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,22330000,0,0,0,0,201998983,38700000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,142287608
S/CVE,68778,Mantenimiento 2021-2025 Central Hidroeléctrica Humaya,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,25,SINALOA,,0,72000000,0,0,0,0,0,85000000,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,85000000
S/CVE,68779,Mantenimiento 2021-2025 Central Hidroeléctrica Oviáchic,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,26,SONORA,,0,3000000,0,0,0,0,282000000,1161624,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/04/2021,31/12/2025,En Proceso de Registro,0,165000000
